OBJECTID,Name,kV,kV_Sort,Owner,Status,Circuit,Type,Legend,Length_Mile,Length_Feet,TLine_Name,Engineering_ID,Engineering_Name,Structure_Type,Structure_Material,Source,Comments,Creator,Creator_Date,Last_Editor,Last_Editor_Date,GlobalID,Shape__Length
98,CCSF 115kV,115,115,CCSF,Operational,Double,OH,Other_110_161kV,12,65796.79514, , , , , ,Digital Globe, ,MTUCK,2008/11/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:24+00,555afe3d-81b4-4d21-add8-55b22ec04d04,25363.89758
99,CCSF 115kV,115,115,CCSF,Operational,Double,OH,Other_110_161kV,58,304293.6049, , , , , ,Digital Globe, ,DWHITEHORN; MTUCK,2009/03/20 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:30+00,c58f03d4-79ca-481f-a0f4-2975510ecc42,117152.0911
100,CCSF 115kV,115,115,CCSF,Operational,Single,OH,Other_110_161kV,2,8444.716827, , , , , ,US TOPO, ,FTHONG,2010/06/17 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:08+00,0c8a3f0d-b062-4d74-825c-35ed30a3dc7b,3265.353806
101,CCSF 115kV,115,115,CCSF,Operational,Single,OH,Other_110_161kV,0,2505.894632, , , , , ,BING, ,FTHONG,2010/06/25 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:13+00,2957ced1-1123-4f04-aa8c-3db3da5b8c54,966.8159675
102,CCSF 115kV,115,115,CCSF,Operational,Single,OH,Other_110_161kV,0,2477.374196, , , , , ,BING, ,FTHONG,2010/06/25 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:13+00,5f07a03b-aa20-4130-abd6-c21c781b5ccb,955.83078
103,CCSF 115kV,115,115,CCSF,Operational,Single,OH,Other_110_161kV,1,3090.57128, , , , , ,Google & BING, ,FTHONG,2010/11/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:56+00,bda0d1fc-d6d1-4668-b35d-ac8d252e3a2e,1190.673929
104,CCSF 115kV,115,115,CCSF,Operational,Single,OH,Other_110_161kV,1,3104.813311, , , , , ,Google & BING, ,FTHONG,2010/11/16 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:56+00,a443943f-7993-4ae6-8ff7-0d8256f0bfc6,1195.679593
105,ESJ 250kV,250,250,ESJ,Proposed,Single,OH,Other_200_287kV,1,7189.599183,,,,,,DUDEK,To be operated by fall 2014,FTHONG,2014/06/09 14:56:12+00,SVC_AGIS_SQLADM,2016/04/25 15:29:10+00,1d187fe9-0e0f-4eea-a808-0c936f9189ad,2612.423122
106,ESJ 500kV,500,500,ESJ,Proposed,Single,OH,Other_345_500kV,1,3276.761865,,,,,,DUDEK,To be operated by fall 2014,FTHONG,2014/06/09 14:58:24+00,SVC_AGIS_SQLADM,2016/04/25 15:29:10+00,32a2a0a7-f1ea-4289-bacb-0d7f2f8393b4,1190.07861
107,IID 230kV,230,230,IID,Operational,Double,OH,IID_230kV,55,289915.1673, , , , , ,Digital Globe; ESRI, ,MTUCK; TDAVID,2008/09/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:20+00,6ae1123f-6b0c-4c97-a84c-c08726f6e5e9,105992.49
108,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,18,95299.34316, , , , , ,Digital Globe, ,MTUCK,2008/09/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:20+00,0c4d47c5-7bab-49ec-8f7b-5f15748bab3e,34881.13932
109,IID 230kV,230,230,IID,Operational,Double,OH,IID_230kV,31,166220.6563, , , , , ,Digital Globe, ,TDAVID,2008/09/08 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:21+00,7c5ef1a3-8f91-4ddd-be06-ad4c612c63de,60640.01328
110,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,25,131803.2426, , , , , ,Digital Globe,Double circuit tower,TDAVID,2008/09/11 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:21+00,b83bb7bd-1f8c-4340-a0dd-6e58448ff146,47755.96599
111,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,7,38806.75237, , , , , ,Digital Globe, ,TDAVID,2008/09/11 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:21+00,d55ebe8d-e945-4f5e-84eb-84c3c089fb5d,14047.73502
112,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,17,88935.84737, , , , , ,Digital Globe, ,TDAVID,2008/09/11 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:21+00,3bc1fef6-870d-4e65-99c8-e46e1c1565d9,32193.69052
113,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,0,1227.731264, , , , , ,Digital Globe, ,TDAVID,2008/09/11 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:21+00,5f5ab6f7-2c36-48d9-bcab-94df93d9f6f1,446.8588953
114,IID 161kV,161,161,IID,Operational,Single,OH,IID_161kV,50,264464.2745, , , , , ,Digital Globe; ESRI, ,MTUCK; TDAVID,2008/09/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:21+00,72bd644a-d470-48e6-9804-9586768e5273,96730.19558
115,IID 161kV,161,161,IID,Operational,Single,OH,IID_161kV,76,399787.3872, , , , , ,Digital Globe, ,MTUCK; DWHITEHORN; TDAVID,2008/09/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:21+00,9c051d2d-6de2-485c-a2c5-be4fb26eb0f0,146028.5283
116,IID 34.5kV,34.5,34.5,IID,Operational,Single,OH,IID_34.5_92kV,5,25376.1935, , , , , ,Digital Globe, ,TDAVID,2008/09/23 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:21+00,c2a3401c-dbc9-488b-b6bb-5c1519e69286,9182.40591
117,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,12,62986.98591, , , , , ,ESRI, ,TDAVID,2008/09/25 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:21+00,66da7037-bee9-4661-8f9e-3697a18bf3d0,22940.21059
118,IID 161kV,161,161,IID,Operational,Single,OH,IID_161kV,6,33299.58454, , , , , ,ESRI, ,TDAVID,2008/10/01 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:21+00,c17b2e89-4fe0-417d-8d6a-34a6eadcf589,12154.36584
119,IID 161kV,161,161,IID,Operational,Single,OH,IID_161kV,31,163982.4033, , , , , ,ESRI, ,TDAVID,2008/10/01 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:21+00,99a79085-d179-4f7e-8b81-474b360a2774,59803.75691
120,IID 161kV,161,161,IID,Operational,Single,OH,IID_161kV,61,321354.8511, , , , , ,Digital Globe; NAIP, ,DWHITEHORN; MTUCK; TDAVID,2008/10/17 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:22+00,3a9b62ff-f8c5-4fd0-9a7c-2316f8627ef6,117391.7809
121,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,27,141836.9448, , , , , ,Digital Globe, ,TDAVID; AKOZHEVNIKOV,2008/10/17 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:22+00,7c97f67f-48f1-47ca-8c7d-706716aa1a22,51556.70983
122,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,1,7842.54928, , , , , ,Digital Globe, ,TDAVID; AKOZHEVNIKOV,2008/10/17 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:22+00,69087cdd-d3fa-46d7-9d84-d41fe295b43f,2837.975856
123,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,32,169982.2759, , , , , ,Digital Globe, ,TDAVID,2008/10/21 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:22+00,231bab2f-0cf4-47d1-b592-de566bed4f95,61486.96245
124,IID 161kV,161,161,IID,Operational,Single,OH,IID_161kV,5,24864.96346, , , , , ,Digital Globe, ,TDAVID; AKOZHEVNIKOV,2008/10/21 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:22+00,d401812a-ef5f-4207-af15-85f790efbb8b,9021.144881
125,IID 161kV,161,161,IID,Operational,Single,OH,IID_161kV,2,11919.14473, , , , , ,Digital Globe, ,TDAVID; AKOZHEVNIKOV,2008/10/21 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:22+00,ae264e75-7639-4b5c-afda-00d2fa809f20,4314.36439
126,IID 161kV,161,161,IID,Operational,Single,OH,IID_161kV,37,196309.8358, , , , , ,Digital Globe, ,TDAVID; AKOZHEVNIKOV,2008/10/21 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:22+00,b7c9b6dd-e082-43bd-8175-2dd959c816f7,71038.70189
127,IID 161kV,161,161,IID,Operational,Single,OH,IID_161kV,1,5119.225963, , , , , ,Digital Globe, ,TDAVID; AKOZHEVNIKOV,2008/10/21 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:22+00,8ba2adb9-1836-4a84-bc50-73174ffd69ae,1863.687782
128,IID 34.5kV,34.5,34.5,IID,Operational,Single,OH,IID_34.5_92kV,5,28812.80849, , , , , ,Digital Globe, ,TDAVID; DWHITEHORN,2008/10/23 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:22+00,c9ae743d-4e32-4a8f-ad93-d179105e4191,10488.58724
129,IID 34.5kV,34.5,34.5,IID,Operational,Single,OH,IID_34.5_92kV,15,76977.38991, , , , , ,Digital Globe, ,TDAVID,2008/10/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:22+00,3fa21b6a-868e-4e00-8a4e-876177a7d4b0,27881.98078
130,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,0,341.6670386, , , , , ,ESRI, ,DWHITEHORN,2008/10/30 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:22+00,6af5ac21-4f59-4431-ae2f-f5c97ad543ae,125.3619552
131,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,20,107327.7974, , , , , ,Digital Globe, ,DWHITEHORN,2008/11/21 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:23+00,cca6a781-abaf-4ea5-85ae-547441806d96,39430.03238
132,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,8,40530.27864, , , , , ,Digital Globe, ,DWHITEHORN,2008/12/04 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:23+00,dbb8b87a-ca84-4597-b702-730730786044,14877.11513
133,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,1,6730.918424, , , , , ,NAIP,Can't see where lines continues,AKOZHEVNIKOV,2008/12/18 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:24+00,ea72a023-7f26-4c7d-9d86-e6cc342db88d,2447.333557
134,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,5,28357.90919, , , , , ,Digital Globe, ,AKOZHEVNIKOV,2008/12/18 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:24+00,be72524c-ef67-4521-9f83-4041422b3a7e,10247.91001
135,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,6,29435.88341, , , , , ,Digital Globe, ,AKOZHEVNIKOV,2008/12/18 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:24+00,6295cf7c-917a-42c4-98c1-511732e1b12e,10637.16905
136,IID 161kV,161,161,IID,Operational,Double,OH,IID_161kV,1,5064.251225, , , , , ,Digital Globe, ,MTUCK,2008/09/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:47+00,27372262-3b72-4bb8-86cb-df61b36c050e,1854.26596
137,IID 161kV,161,161,IID,Operational,Double,OH,IID_161kV,2,13046.33518, , , , , ,Digital Globe, ,MTUCK,2008/09/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:47+00,26cb28a7-cc0e-4df1-835a-f23263a64dee,4772.127365
138,IID 161kV,161,161,IID,Operational,Double,OH,IID_161kV,2,12963.65136, , , , , ,Digital Globe, ,MTUCK,2008/09/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:47+00,26f15814-011d-4dba-94f5-e7a8b8354daf,4741.818306
139,IID 230kV,230,230,IID,Operational,Double,OH,IID_230kV,20,105364.786,Additional IID Path 42, , , , ,Digital Globe, ,MTUCK,2008/09/10 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:48+00,6311be7b-931e-4fc5-9123-0acda2a71a66,37335.15688
140,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,11,60138.06448, , , , , ,US TOPO, ,FTHONG,2010/07/09 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:14+00,fc335763-6117-4819-bd67-819dd8854968,22001.27169
141,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,7,36903.684, , , , , ,US TOPO, ,FTHONG,2010/07/09 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:14+00,3404fe37-eff5-46c6-8252-70e643c6403f,13486.39748
142,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,2,9896.479884, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/21 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:33+00,60804cb9-994b-43e3-ab1b-1408301cd760,3640.846524
143,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,8,43136.27254, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/21 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:33+00,cd450b96-cbbf-4b3c-891c-d3e6f228f84a,15828.01318
144,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,4,21094.8072, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/21 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:33+00,2435f017-ab99-4b02-ad15-18a616d52718,7744.859221
145,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,1,6409.410942, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/21 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:33+00,6238f2ec-4fb7-44f5-a2c7-57d61ff0c08d,2357.103429
146,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,2,12870.01247, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/21 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:33+00,d83c91e4-44c1-463a-a7ac-842736c7ea2e,4727.936325
147,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,2,13194.52613, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/21 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:33+00,1c27424a-fc9e-4132-baa2-61a1a9cfe1ca,4837.514951
148,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,4,20718.7355, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:33+00,bbbe5314-778e-4e8b-886e-55428dd7e97c,7592.713943
149,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,2,8757.800404, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:33+00,865de8c0-7391-462e-8ba8-f4d278ca86ef,3220.655385
150,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,1,7912.489283, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:33+00,06501980-8f4f-4c79-a790-b5958ade550a,2900.862316
151,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,4,18508.32951, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:33+00,24295516-b1b7-4e39-8193-4f6a5c142f78,6776.764173
152,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,1,3295.148919, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:33+00,94716c37-52c9-475f-8946-ee52b4fcafd0,1212.471577
153,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,1,3511.673725, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:33+00,79f81cbb-b4f8-4c87-b19b-166ebd8b6d06,1291.676272
154,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,2,9732.572646, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:33+00,3158e615-dd5a-4242-ab5d-45a7cea7dd33,3578.574738
155,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,4,20435.4442, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:33+00,91a944e7-18a0-4b01-bd96-478f23079026,7503.124811
156,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,2,10779.40465, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:33+00,c58f0e59-95c0-4de4-839c-068ae3d084e9,3945.449363
157,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,2,10502.24586, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:34+00,9601b719-9b66-4766-8073-e9dd3b9348b0,3853.143946
158,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,2,11912.41593, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:34+00,93762126-0618-468c-90e4-9a4b3f513107,4377.958394
159,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,3,15888.70118, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:34+00,79ce2ea5-aa9a-4807-aeea-2df30563fdaf,5832.252597
160,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,4,23326.46715, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:34+00,6c760215-69ac-48e5-819d-d92df0a5a030,8558.546546
161,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,22,116468.0837, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:34+00,ca3b418e-1bc3-4429-9939-437b88855db3,42705.608
162,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,3,15044.58907, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:34+00,798f8569-1be6-48e8-bfc6-7748726c3caf,5522.616938
163,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,1,5946.471913, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:34+00,3187259f-55ee-40d9-8fa0-c84473a191ab,2178.909559
164,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,2,8831.222077, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:34+00,1fdbc7aa-3a48-4fb0-b019-b9409ecd1fa9,3229.419811
165,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,1,7914.521327, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:34+00,000a2fbc-9979-4cdc-b810-79f72bc4dc20,2889.539029
166,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,3,16146.92483, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:34+00,e511c28e-b987-4a05-8fa8-10170e2c8e55,5929.358486
167,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,4,18746.75706, , , , , ,Google & BING & ESRI, ,FTHONG,2010/09/22 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:34+00,f96f8b32-85e1-4f0e-922d-a611c52e81e5,6855.065394
168,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,10,53951.67697, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/06 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:44+00,187f6ac8-6ce2-455b-893a-1162223bd064,19741.27752
169,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,1,3629.50209, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/06 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:44+00,adcaf277-2f10-44df-be84-792b8e016b48,1323.643279
170,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,4,20875.4217, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/06 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:44+00,b6363105-b52d-4a24-906a-47dafb0af1fe,7586.775236
171,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,5,26904.38188, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/06 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:44+00,dbbd5ec8-78f8-48ff-b417-5ce063915295,9736.148874
172,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,2,8266.806738, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/06 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:44+00,78ceec1a-fa70-4193-ba0a-ca37575c8cb3,3005.20269
173,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,3,15874.18513, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/06 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:44+00,6365e0c4-833a-44b4-a903-911f557234b2,5750.374864
174,IID 34.5kV,34.5,34.5,IID,Operational,Single,OH,IID_34.5_92kV,7,38192.21081, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/06 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:44+00,1d7a8e1c-24b3-47b5-a6f6-7b985d1ccaf8,13823.29423
175,IID 34.5kV,34.5,34.5,IID,Operational,Single,OH,IID_34.5_92kV,2,11344.94753, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/06 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:44+00,1e7cb602-daf4-4f38-a76e-a3a163569b6e,4131.220369
176,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,0,2306.497295, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/06 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:44+00,be7b95ea-9286-4029-8961-3758297d789e,837.9676838
177,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,1,6934.184497, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/06 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:44+00,939720e1-f56e-4a89-a15d-acae22d7a90a,2514.391925
178,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,14,72496.87909, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/06 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:44+00,520dbb67-dd24-4939-acbc-8ea80fbd8c69,26397.26859
179,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,1,3475.784601, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/06 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:44+00,b08e562f-e76b-47ff-bdd8-7d6e96f0f23b,1266.669386
180,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,2,9596.655939, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/06 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:44+00,28607ac6-2a58-4f3e-978b-878655ab4526,3484.153443
181,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,3,16431.37078, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/06 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:44+00,2d6a9417-7f46-4113-bb38-4043471c1048,5984.296834
182,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,0,1511.299648, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/06 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:44+00,0374b123-8afa-42de-9039-dc54aa146f66,550.8247412
183,IID 34.5kV,34.5,34.5,IID,Operational,Single,OH,IID_34.5_92kV,14,74851.51615, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/06 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:44+00,3e611012-b170-4b19-9c88-3054fb648ff6,27165.83824
184,IID 34.5kV,34.5,34.5,IID,Operational,Single,OH,IID_34.5_92kV,3,14010.21914, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/06 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:44+00,5b2ebc4b-1342-4a10-b79c-6af1bc1e251c,5101.396064
185,IID 34.5kV,34.5,34.5,IID,Operational,Single,OH,IID_34.5_92kV,1,3905.002736, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/06 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:44+00,ba8b652d-9163-4712-b9de-cbbfddad3430,1419.432624
186,IID 34.5kV,34.5,34.5,IID,Operational,Single,OH,IID_34.5_92kV,2,12474.88685, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/06 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:44+00,d37a4041-27dc-4d7b-8f00-78dc384e1a24,4538.521349
187,IID 34.5kV,34.5,34.5,IID,Operational,Single,OH,IID_34.5_92kV,2,9883.928562, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/06 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:44+00,1e06fe05-7899-4262-a29d-873c9f460302,3575.317499
188,IID 92kV,92,92,IID,Operational,Single,OH,IID_34.5_92kV,1,6952.705776, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/06 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:45+00,b630eb32-0462-4f87-b693-96385e0663e1,2533.045327
189,IID 34.5kV,34.5,34.5,IID,Operational,Single,OH,IID_34.5_92kV,2,10467.02158, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/06 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:45+00,20e73953-a9cd-483e-ad64-9145a6a867e6,3813.314735
190,IID 34.5kV,34.5,34.5,IID,Operational,Single,OH,IID_34.5_92kV,2,10699.21568, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/06 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:45+00,87135472-80ab-44aa-ad2f-03c9b272d727,3884.941644
